MDDate,MDTime,MDValidType,OrderIndex,OrderType,OrderPrice,OrderQty,OrderBSFlag,ApplSeqNum,OrderNO
20220704,91506580,None,234132,2,100.03,600,1,268275,91261
20220704,91507020,None,234133,2,135,200,2,268276,96770
20220704,91507170,None,234134,2,125.79,200,2,268277,98912
20220704,91507170,None,234135,2,127.69,300,2,268278,98913
20220704,91507170,None,234136,2,131.68,1000,2,268279,100163
20220704,91507170,None,234137,2,139.88,1000,2,268280,100164
20220704,91507540,None,234138,2,113.66,333,1,268281,104673
20220704,91507680,None,234139,2,120.9,200,2,268282,105624
20220704,91507810,None,234140,2,145.79,300,2,268283,107012
20220704,91508100,None,234141,2,97.2,200,1,268284,111184
20220704,91508100,None,234142,2,145.8,200,2,268285,111759
20220704,91508680,None,234143,2,142,200,2,268286,117227
20220704,91508860,None,234144,2,109.73,200,1,268287,119311
20220704,91508860,None,234145,2,97.2,200,1,268288,120443
20220704,91508860,None,234146,2,126,200,2,268289,120593
20220704,91508860,None,234147,2,145.8,200,2,268290,120885
20220704,91508860,None,234148,2,128.68,300,2,268291,120909
20220704,91509040,None,234149,10,97.2,200,1,268292,111184
20220704,91509040,None,234150,10,145.8,200,2,268293,111759
20220704,91509040,None,234151,2,123.88,1293,2,268294,121288
20220704,91509360,None,234152,2,145.8,200,2,268295,125071
20220704,91509360,None,234153,10,97.2,200,1,268296,120443
20220704,91509360,None,234154,10,145.8,200,2,268297,120885
20220704,91509630,None,234155,2,121.5,200,1,268298,127612
20220704,91509790,None,234156,2,118.35,200,1,268299,129030
20220704,91509790,None,234157,2,115.32,200,1,268300,129032
20220704,91509830,None,234158,2,114.02,300,1,268301,129543
20220704,91509940,None,234159,2,121.87,2500,2,268302,129983
20220704,91510750,None,234160,2,145.79,900,2,268303,132146
20220704,91511560,None,234161,2,115,200,1,268304,133642
20220704,91511560,None,234162,2,110,200,1,268305,133643
20220704,91511560,None,234163,2,130,200,2,268306,133644
20220704,91511560,None,234164,2,135,200,2,268307,133646
20220704,91511630,None,234165,2,140,200,2,268308,133752
20220704,91511630,None,234166,2,145,200,2,268309,133754
20220704,91512430,None,234167,2,101,200,1,268310,135486
20220704,91512430,None,234168,2,145.79,300,2,268311,135563
20220704,91512730,None,234169,2,145.79,400,2,268312,136511
20220704,91513150,None,234170,2,110.02,1000,1,268313,137870
20220704,91542400,None,234171,2,145.6,1000,2,268314,142400
20220704,91546130,None,234172,2,121.87,10000,1,268315,142705
20220704,91612380,None,234173,2,145,3183,2,268316,145295
20220704,91643700,None,234174,2,112,200,1,268317,148604
20220704,91655920,None,234175,2,120,220,1,268318,150035
20220704,91712730,None,234176,2,127.6,200,2,268319,152008
20220704,91758940,None,234177,2,122,10000,1,268320,157167
20220704,91828990,None,234178,2,116.03,200,1,268321,160814
20220704,91839560,None,234179,2,120,200,2,268322,162094
20220704,91842940,None,234180,2,114.03,200,1,268323,162494
20220704,91850520,None,234181,2,127,1205,2,268324,163400
20220704,91852750,None,234182,2,130,200,2,268325,163670
20220704,91908610,None,234183,2,116,500,1,268326,165607
20220704,91909170,None,234184,2,128.18,640,2,268327,165687
20220704,91944480,None,234185,2,145.8,700,2,268328,170150
20220704,91947000,None,234186,2,132.43,200,1,268329,170507
20220704,91952200,None,234187,2,130,201,1,268330,171186
20220704,92001640,None,234188,2,97.2,200,2,268331,172643
20220704,92023860,None,234189,2,133,200,2,268332,175949
20220704,92027330,None,234190,2,127,3000,2,268333,176419
20220704,92040470,None,234191,2,145.8,500,2,268334,178344
20220704,92041810,None,234192,2,145.8,3002,2,268335,178563
20220704,92044110,None,234193,2,124.98,200,2,268336,178898
20220704,92045260,None,234194,2,118,200,1,268337,179069
20220704,92047510,None,234195,2,123,300,1,268338,179414
20220704,92056030,None,234196,2,121.5,300,2,268339,180675
20220704,92056190,None,234197,2,121.5,300,2,268340,180698
20220704,92056190,None,234198,2,121.5,200,2,268341,180699
20220704,92109390,None,234199,2,120,400,1,268342,182912
20220704,92127630,None,234200,2,128.88,234,2,268343,185820
20220704,92133370,None,234201,2,126,884,2,268344,186733
20220704,92151840,None,234202,2,128.88,200,2,268345,189746
20220704,92159190,None,234203,2,122,1229,1,268346,190968
20220704,92206230,None,234204,2,131.54,382,2,268347,192245
20220704,92209690,None,234205,2,123,800,1,268348,192831
20220704,92217990,None,234206,2,116,500,1,268349,194243
20220704,92219420,None,234207,2,122,200,1,268350,194526
20220704,92225500,None,234208,2,110,500,1,268351,195588
20220704,92304820,None,234209,2,122.99,200,1,268352,202884
20220704,92307320,None,234210,2,119.68,353,2,268353,203378
20220704,92313890,None,234211,2,127.97,200,2,268354,204730
20220704,92319040,None,234212,2,125.29,200,2,268355,205777
20220704,92326260,None,234213,2,121.5,200,2,268356,207271
20220704,92327260,None,234214,2,123.23,200,2,268357,207528
20220704,92330570,None,234215,2,123.03,200,1,268358,208259
20220704,92337110,None,234216,2,122.22,200,1,268359,209767
20220704,92339300,None,234217,2,129.99,200,2,268360,210268
20220704,92340350,None,234218,2,124,200,1,268361,210506
20220704,92350420,None,234219,2,123,1000,1,268362,212784
20220704,92350600,None,234220,2,126.6,200,2,268363,212830
20220704,92351250,None,234221,2,142.39,200,2,268364,212952
20220704,92400270,None,234222,2,122,1000,2,268365,215114
20220704,92400990,None,234223,2,113.55,300,1,268366,215314
20220704,92413430,None,234224,2,122.98,200,2,268367,218888
20220704,92415600,None,234225,2,112.35,200,1,268368,219539
20220704,92416120,None,234226,2,119.68,353,2,268369,219677
20220704,92416770,None,234227,2,122.01,1500,1,268370,219882
20220704,92418670,None,234228,2,126,205,2,268371,220438
20220704,92421350,None,234229,2,122,300,2,268372,221300
20220704,92425310,None,234230,2,120.98,300,2,268373,222602
20220704,92426100,None,234231,2,115,200,2,268374,222857
20220704,92427010,None,234232,2,123,2100,1,268375,223168
20220704,92427780,None,234233,2,120,200,2,268376,223417
20220704,92431020,None,234234,2,122.01,5000,2,268377,224445
20220704,92431100,None,234235,2,130,600,1,268378,224468
20220704,92431580,None,234236,2,121,1487,2,268379,224636
20220704,92433880,None,234237,2,124.01,200,1,268380,225401
20220704,92436820,None,234238,2,125.67,500,1,268381,226394
20220704,92437390,None,234239,2,122,200,2,268382,226604
20220704,92438490,None,234240,2,115.44,200,2,268383,227013
20220704,92443610,None,234241,2,114.22,200,1,268384,228811
20220704,92447140,None,234242,2,122,719,2,268385,230045
20220704,92448920,None,234243,2,122.01,200,2,268386,230787
20220704,92450120,None,234244,2,140.32,1400,2,268387,231310
20220704,92451850,None,234245,2,122,800,2,268388,232233
20220704,92452150,None,234246,2,125.06,400,1,268389,232453
20220704,92452970,None,234247,2,130,300,1,268390,232973
20220704,92453320,None,234248,2,121.9,200,2,268391,233218
20220704,92455590,None,234249,2,118.44,200,2,268392,234699
20220704,92455860,None,234250,2,123,400,1,268393,234885
20220704,92457980,None,234251,2,122.01,1000,1,268394,236471
20220704,92458500,None,234252,2,122.5,200,2,268395,236952
20220704,92459460,None,234253,2,121.29,2600,2,268396,238378
20220704,92459810,None,234254,2,118.95,458,2,268397,239002
20220704,93000080,None,246140,2,122,2200,1,282114,239373
20220704,93000220,None,247476,2,121.88,2200,1,284493,240917
20220704,93000220,None,247961,10,122.5,200,2,285276,236952
20220704,93000650,None,252823,2,122.01,5700,1,292306,246915
20220704,93000940,None,254910,2,122.5,1244,1,295159,249279
20220704,93000940,None,255660,2,122.01,537,1,296219,250117
20220704,93001120,None,256415,2,115.88,228,1,297379,250978
20220704,93001120,None,257204,2,120.01,600,1,298652,251910
20220704,93001120,None,257217,2,118.28,600,1,298669,251925
20220704,93001120,None,257226,2,116.38,731,1,298684,251937
20220704,93001120,None,257237,2,122.01,450,1,298696,251948
20220704,93001120,None,257302,2,124.01,2807,1,298778,252020
20220704,93001260,None,257939,2,119,300,1,299739,252776
20220704,93001820,None,264764,2,124.33,217,1,309752,260633
20220704,93002110,None,267056,2,122.8,200,1,313084,263230
20220704,93002240,None,269285,2,130.8,200,2,316318,265792
20220704,93002240,None,269798,2,122.2,500,1,317025,266359
20220704,93002430,None,270123,2,130.99,200,2,317485,266713
20220704,93002430,None,270391,2,132,200,2,317838,267008
20220704,93002430,None,270481,2,123,220,2,317986,267121
20220704,93002570,None,272432,2,124,1227,2,320814,269378
20220704,93002570,None,272638,2,122.09,400,1,321105,269611
20220704,93002710,None,273490,2,128.6,200,2,322338,270620
20220704,93002710,None,274399,2,108,200,1,323510,271616
20220704,93002710,None,274452,2,122.01,427,1,323572,271669
20220704,93002980,None,276311,2,126,261,2,326218,273875
20220704,93003380,None,281312,2,123.5,300,2,333215,279571
20220704,93003580,None,282575,2,119.81,200,1,335109,281013
20220704,93003720,None,284346,2,122.04,200,1,337622,283027
20220704,93003720,None,284814,2,112.6,200,1,338279,283548
20220704,93003860,None,285785,2,122.01,3200,1,339662,284683
20220704,93004010,None,287338,2,115.01,1000,1,342087,286465
20220704,93004010,None,287963,2,122.02,800,1,342972,287166
20220704,93004010,None,288536,2,113,200,1,343787,287828
20220704,93004160,None,288884,2,122.02,404,1,344274,288222
20220704,93004160,None,289058,2,133.33,282,2,344512,288421
20220704,93004160,None,289062,2,128.66,200,2,344516,288425
20220704,93004310,None,290475,2,132,200,2,346485,290018
20220704,93004310,None,290657,2,122.02,200,1,346775,290217
20220704,93004310,None,291054,2,112.88,200,1,347318,290682
20220704,93004310,None,291765,2,122.5,200,2,348430,291540
20220704,93004600,None,294740,2,128.76,239,2,352784,294963
20220704,93004730,None,296144,2,122.02,1204,1,354849,296569
20220704,93004870,None,296818,2,123.5,300,2,355870,297411
20220704,93004870,None,296905,2,122.13,200,1,356002,297520
20220704,93004870,None,296915,2,127,1227,2,356015,297533
20220704,93004870,None,297105,2,124,48153,1,356285,297718
20220704,93005170,None,300418,2,125,2378,2,361058,301540
20220704,93005170,None,300728,2,121.5,10000,1,361510,301884
20220704,93005170,None,301132,2,122.01,200,1,362035,302341
20220704,93005300,None,301645,2,122.01,200,1,362773,302892
20220704,93005300,None,301829,2,122.01,200,1,363017,303088
20220704,93005440,None,303186,2,122.01,300,1,364979,304678
20220704,93005680,None,306162,2,122.21,200,1,369212,308249
20220704,93005680,None,306955,2,122.01,400,1,370317,309163
20220704,93006150,None,310389,2,122.21,400,1,375240,313221
20220704,93006150,None,310390,2,122.21,400,1,375241,313222
20220704,93006150,None,310588,2,122.21,300,1,375537,313479
20220704,93006150,None,311051,2,122.02,600,1,376221,314034
20220704,93006150,None,311069,2,125.8,3000,2,376247,314054
20220704,93006270,None,312842,2,122.02,400,1,378756,316157
20220704,93006430,None,313521,2,123.88,622,1,379730,316955
20220704,93006430,None,313730,2,122.05,200,1,380085,317216
20220704,93006430,None,313731,2,122.05,200,1,380086,317217
20220704,93006570,None,314953,2,124.99,3962,1,381826,318653
20220704,93006570,None,315896,10,122.01,3200,1,383195,284683
20220704,93006860,None,318148,2,126.8,1800,2,386410,322286
20220704,93006860,None,319201,2,122.05,200,1,387919,323509
20220704,93007140,None,321829,2,122.21,400,1,391831,326526
20220704,93007140,None,321832,2,122.21,400,1,391837,326529
20220704,93007140,None,322288,2,122.01,200,1,392549,327070
20220704,93007320,None,322742,2,122.01,200,1,393191,327618
20220704,93007320,None,323498,2,128,300,2,394329,328490
20220704,93007320,None,323661,2,122.01,200,1,394560,328688
20220704,93007630,None,326217,2,122.01,260,1,398452,331742
20220704,93008040,None,330215,2,122.5,200,1,404056,336316
20220704,93008190,None,331056,2,122.13,200,1,405232,337227
20220704,93008190,None,331788,2,122.98,480,1,406270,338064
20220704,93008320,None,332936,2,130,200,2,408006,339344
20220704,93008450,None,334094,10,122.21,200,1,409750,308249
20220704,93008450,None,334708,2,120.11,400,1,410677,341318
20220704,93008590,None,335521,10,122.21,400,1,411917,313221
20220704,93008590,None,335574,10,122.21,400,1,411987,313222
20220704,93008720,None,337585,2,122.02,200,1,414912,344554
20220704,93008720,None,337629,2,122.02,200,1,414968,344606
20220704,93008880,None,338562,2,119,904,1,416421,345620
20220704,93008880,None,338991,2,122.03,500,1,417047,346121
20220704,93008880,None,339020,2,145.8,173,2,417101,346151
20220704,93009030,None,340244,2,124.99,1763,1,419014,347579
20220704,93009440,None,344429,2,122.01,200,1,425280,352451
20220704,93009440,None,344583,2,142.8,200,2,425500,352630
20220704,93009600,None,345654,2,124.01,3400,1,427128,353884
20220704,93009600,None,346315,2,122.6,2500,1,428185,354613
20220704,93009730,None,348073,2,125,420,2,430767,356628
20220704,93010040,None,350148,2,125.25,200,2,433783,358997
20220704,93010190,None,351872,2,125.79,200,2,436121,360913
20220704,93010330,None,353093,2,122.01,200,1,437789,362236
20220704,93010330,None,353456,2,126.88,600,2,438350,362651
20220704,93010480,None,354463,2,124.54,1600,1,439775,363755
20220704,93010620,None,356485,2,122.01,722,1,442701,366041
20220704,93010620,None,357152,2,122.02,200,1,443679,366813
20220704,93010760,None,357788,2,125,200,2,444655,367536
20220704,93010760,None,358012,10,122.21,400,1,444972,326529
20220704,93010760,None,358013,10,122.21,400,1,444973,326526
20220704,93010760,None,358165,2,124.01,200,1,445180,367932
20220704,93010890,None,359080,2,125,1802,1,446570,368941
20220704,93010890,None,359148,2,122.13,200,1,446678,369011
20220704,93010890,None,359463,2,122.01,1250,1,447126,369360
20220704,93010970,None,359727,2,122.02,200,1,447489,369657
20220704,93011090,None,361278,2,124.01,400,1,449874,371405
20220704,93011390,None,364102,2,124.99,1296,1,454053,374545
20220704,93011520,None,365947,2,124.74,1400,1,456845,376689
20220704,93011520,None,366165,2,126.88,644,2,457160,376947
20220704,93011520,None,366226,2,120.27,1124,1,457244,377020
20220704,93011520,None,366427,2,124.74,200,1,457560,377268
20220704,93011910,None,370329,2,122.21,725,1,463531,381786
20220704,93012150,None,372068,2,125,200,1,466248,383817
20220704,93012300,None,374173,2,117.23,2500,1,469455,386141
20220704,93012570,None,376677,2,122.03,800,1,473351,388991
20220704,93012720,None,378166,2,119.11,400,1,475604,390682
20220704,93012860,None,379101,2,125.25,190,1,477130,391780
20220704,93012860,None,379158,2,125.25,200,1,477228,391855
20220704,93012860,None,379476,2,125.25,200,1,477738,392233
20220704,93012990,None,380276,2,125.25,400,1,478952,393137
20220704,93012990,None,380277,2,125.25,400,1,478953,393138
20220704,93012990,None,380910,2,128.97,549,2,479935,393826
20220704,93012990,None,380950,2,124.5,200,1,479991,393864
20220704,93013110,None,381789,10,124.01,219,1,481241,371405
20220704,93013110,None,382515,2,123,500,1,482352,395483
20220704,93013110,None,382640,2,124.99,182,2,482547,395629
20220704,93013280,None,383994,2,125.25,200,2,484599,397040
20220704,93013280,None,384227,2,122.01,737,1,484922,397274
20220704,93013280,None,384428,2,122.1,500,1,485204,397467
20220704,93013410,None,385910,2,125.02,209,1,487481,399013
20220704,93013410,None,386144,2,122.1,500,1,487924,399269
20220704,93013550,None,386447,2,125.79,1537,1,488363,399633
20220704,93013910,None,390414,10,122.01,200,1,494423,327070
20220704,93013910,None,390770,10,122.01,300,1,494903,304678
20220704,93013910,None,390771,10,122.01,200,1,494904,303088
20220704,93013910,None,390772,10,122.01,200,1,494905,302341
20220704,93013910,None,390781,10,122.02,600,1,494918,314034
20220704,93013910,None,390782,10,122.02,400,1,494919,316157
20220704,93013910,None,390873,10,122.05,200,1,495096,317217
20220704,93013910,None,390874,10,122.05,200,1,495097,317216
20220704,93013910,None,390875,10,122.01,200,1,495098,328688
20220704,93013910,None,391000,10,122.05,200,1,495263,323509
20220704,93014070,None,392236,2,125.65,500,2,497182,405700
20220704,93014190,None,393773,10,122.02,200,1,499515,369657
20220704,93014190,None,393774,10,122.02,200,1,499516,366813
20220704,93014460,None,395437,2,125.27,332,1,502139,409218
20220704,93014530,None,395836,2,125.27,400,1,502796,409636
20220704,93014940,None,397565,2,125,1779,2,505682,411522
20220704,93014990,None,397870,2,124.99,200,2,506174,411822
20220704,93015200,None,399198,2,124.99,212,2,508257,413237
20220704,93015380,None,400824,2,124.99,700,2,510917,414966
20220704,93015460,None,401377,2,124.01,200,1,511907,415599
20220704,93015490,None,401760,10,122.13,200,1,512528,369011
20220704,93015640,None,403203,10,122.13,200,1,514855,337227
20220704,93015950,None,405084,2,125,200,2,517762,419364
20220704,93016030,None,405376,2,125.29,564,2,518210,419641
20220704,93016060,None,405380,2,125.79,1915,1,518225,419646
20220704,93016200,None,405933,10,122.13,200,1,519096,297520
20220704,93016230,None,405988,2,115,200,1,519196,420320
20220704,93016700,None,407144,2,128.88,300,2,521227,421744
20220704,93017520,None,409061,2,124.52,200,1,524321,424014
20220704,93017780,None,409766,10,130,200,2,525596,339344
20220704,93017780,None,409776,2,122.09,200,1,525618,424897
20220704,93018000,None,410535,2,125.79,188,2,526958,425728
20220704,93018180,None,411379,2,124.98,1000,2,528278,426574
20220704,93018230,None,411579,2,124.98,1800,2,528686,426788
20220704,93018230,None,411653,2,124.98,300,2,528820,426874
20220704,93018400,None,412999,2,125.78,200,2,531014,428162
20220704,93018510,None,413716,2,124.52,200,1,532094,428796
20220704,93018710,None,414825,10,124.98,605,2,533898,426574
20220704,93018740,None,414988,10,124.98,300,2,534131,426874
20220704,93018740,None,414993,2,124.98,600,2,534139,430050
20220704,93018820,None,415251,10,124.98,1800,2,534524,426788
20220704,93018990,None,415872,10,124.98,600,2,535548,430050
20220704,93019050,None,415981,2,125.79,1229,1,535721,431112
20220704,93019190,None,416333,2,125.25,1033,1,536321,431522
20220704,93019190,None,416340,10,126,261,2,536343,273875
20220704,93021200,None,420443,2,125.78,300,2,543506,436195
20220704,93021240,None,420534,2,125.78,600,2,543664,436298
20220704,93021240,None,420540,2,125.45,200,2,543670,436303
20220704,93021240,None,420632,2,125.78,1900,2,543840,436415
20220704,93021460,None,421814,2,125.78,600,2,545893,437642
20220704,93021550,None,422445,2,125.8,200,2,546872,438229
20220704,93021670,None,422973,10,122.01,1250,1,547708,369360
20220704,93021700,None,423067,2,124.01,400,1,547899,438877
20220704,93021780,None,423457,2,124.52,3850,2,548626,439346
20220704,93021780,None,423473,2,124.04,600,1,548648,439366
20220704,93021870,None,423901,2,125.97,200,2,549371,439874
20220704,93022250,None,424678,10,122.01,722,1,550594,366041
20220704,93023220,None,426219,2,122.02,200,1,553441,442510
20220704,93023730,None,427455,2,125.7,200,2,555865,444039
20220704,93024400,None,430216,10,125.8,200,2,560704,438229
20220704,93024400,None,430217,2,124.52,200,2,560705,447089
20220704,93024430,None,430326,2,124.51,2400,2,560896,447222
20220704,93025050,None,432525,2,125.77,1593,1,564710,449611
20220704,93025470,None,433336,2,125.79,326,2,566340,450640
20220704,93026000,None,434198,2,132,200,2,568130,451718
20220704,93026330,None,434960,2,126,80,2,569614,452723
20220704,93026840,None,436366,2,125.7,599,2,572102,454286
20220704,93027110,None,437216,2,124.11,400,1,573947,455415
20220704,93027150,None,437256,2,126,5000,2,574019,455462
20220704,93027290,None,437966,2,125.69,3400,2,575296,456284
20220704,93027310,None,438044,2,125.69,200,2,575473,456386
20220704,93027550,None,439564,2,125.69,800,2,578010,458104
20220704,93027570,None,439607,2,125.69,400,2,578090,458158
20220704,93027570,None,439608,2,125.69,400,2,578091,458159
20220704,93027570,None,439670,2,125.69,2500,2,578202,458232
20220704,93027630,None,439868,2,125.69,700,2,578491,458437
20220704,93027870,None,440644,2,125.77,400,2,580109,459307
20220704,93027870,None,440645,2,125.69,200,2,580110,459308
20220704,93028570,None,441755,2,125.79,200,2,582025,460532
20220704,93028810,None,442054,2,125.6,1925,2,582658,460863
20220704,93029180,None,442601,2,125.79,250,2,583617,461486
20220704,93029390,None,443015,2,126,1163,2,584392,461987
20220704,93029460,None,443258,2,125.5,200,2,584849,462286
20220704,93029550,None,443488,10,125.79,326,2,585309,450640
20220704,93030130,None,445042,2,124.64,600,2,588249,464494
20220704,93030130,None,445046,2,125.77,286,2,588259,464500
20220704,93030300,None,445656,2,125.49,300,2,589617,465194
20220704,93030360,None,446118,10,125.69,200,2,590375,456386
20220704,93030570,None,447202,10,125.69,2500,2,592104,458232
20220704,93030620,None,447424,10,125.69,400,2,592415,458158
20220704,93030620,None,447426,10,125.69,400,2,592417,458159
20220704,93030670,None,447550,10,125.69,200,2,592625,459308
20220704,93030670,None,447551,10,125.77,400,2,592626,459307
20220704,93030790,None,448015,2,125.49,800,2,593366,467499
20220704,93030870,None,448181,2,125.49,700,2,593620,467662
20220704,93031000,None,448413,10,122.6,2500,1,594042,354613
20220704,93031330,None,448984,2,124.04,7386,2,595033,468571
20220704,93031630,None,449415,10,125.8,2600,2,595899,314054
20220704,93031880,None,449784,2,125.77,200,2,596546,469544
20220704,93032430,None,450810,2,125.9,200,2,598506,470761
20220704,93032480,None,450962,10,116.38,731,1,598797,251937
20220704,93032480,None,451008,2,125.7,200,2,598879,470979
20220704,93032830,None,451941,2,125.5,357,2,600550,472078
20220704,93033070,None,452794,2,125.78,8800,2,601886,473026
20220704,93033170,None,453278,2,125.49,2500,2,602768,473567
20220704,93033360,None,453963,2,124.04,400,2,604257,474379
20220704,93033640,None,455053,2,135,80,2,606108,475472
20220704,93034240,None,456413,2,125.79,200,2,608345,476861
20220704,93034620,None,456977,2,123.36,300,1,609295,477514
20220704,93034650,None,457032,2,124.11,326,2,609400,477582
20220704,93035010,None,457527,2,124.04,1000,2,610291,478154
20220704,93035460,None,458380,10,122.98,480,1,611996,338064
20220704,93035660,None,459152,2,124.11,4924,2,613424,480053
20220704,93035660,None,459169,2,125.79,200,2,613465,480079
20220704,93036310,None,461227,10,122.21,300,1,617110,313479
20220704,93036380,None,461554,2,124.04,400,2,617679,482808
20220704,93036730,None,462675,2,128.88,200,2,619525,483944
20220704,93037460,None,464006,10,128.88,300,2,621723,421744
20220704,93037490,None,464058,2,124.04,279,2,621870,485471
20220704,93037640,None,464257,10,120,220,1,622288,150035
20220704,93037780,None,464472,2,125.77,300,2,622643,485933
20220704,93038380,None,465448,2,125.77,168,2,624561,487099
20220704,93039570,None,469374,10,124.04,400,2,631328,482808
20220704,93039710,None,469689,2,124,1701,2,631862,491733
20220704,93039710,None,469693,2,124,181,2,631872,491741
20220704,93039870,None,469994,2,124,200,2,632470,492152
20220704,93040470,None,470933,2,126,400,2,634224,493284
20220704,93040580,None,471068,2,124,671,2,634474,493433
20220704,93040960,None,471611,10,125.77,200,2,635500,469544
20220704,93041090,None,471864,2,124,200,2,635925,494325
20220704,93041130,None,471944,2,124,200,2,636060,494424
20220704,93041310,None,472393,2,124,4924,2,636794,494929
20220704,93041580,None,473082,10,124.64,600,2,638191,464494
20220704,93041600,None,473133,10,125.77,168,2,638288,487099
20220704,93041640,None,473239,10,122.1,500,1,638442,397467
20220704,93041840,None,473655,2,124,200,2,639175,496396
20220704,93041890,None,473926,2,124,300,2,639601,496705
20220704,93041950,None,474087,2,124,12969,2,639862,496870
20220704,93042100,None,475136,10,124.11,326,2,641657,477582
20220704,93042190,None,475363,2,125.5,280,2,642057,498210
20220704,93042270,None,475580,2,124,200,2,642460,498472
20220704,93042300,None,475695,10,124.04,400,2,642710,474379
20220704,93042530,None,476296,2,122,200,1,643823,499305
20220704,93042620,None,476571,2,124,400,2,644286,499607
20220704,93042810,None,476943,2,124,200,2,645136,500097
20220704,93042850,None,477008,2,124,668,2,645245,500165
20220704,93043370,None,477859,10,123.36,300,1,646827,477514
20220704,93044270,None,479272,2,124,200,2,649374,502761
20220704,93045010,None,481247,2,123.88,4902,2,652809,504948
20220704,93045090,None,481634,2,123.88,1000,2,653515,505387
20220704,93045470,None,482621,2,123.01,219,1,655332,506579
20220704,93045530,None,482747,10,122.02,200,1,655525,442510
20220704,93045630,None,482974,10,124,400,2,655897,499607
20220704,93046130,None,483811,2,126.3,2380,2,657234,507892
20220704,93046500,None,484307,2,123.98,200,2,658249,508528
20220704,93046560,None,484378,2,128,440,2,658383,508616
20220704,93046560,None,484389,2,122.21,200,1,658416,508645
20220704,93047070,None,485161,10,125.5,357,2,659902,472078
20220704,93048070,None,488087,10,126,1163,2,664722,461987
20220704,93048440,None,489245,2,123.88,326,2,666605,514100
20220704,93048800,None,489807,10,124.04,279,2,667734,485471
20220704,93048900,None,489975,10,124,668,2,668016,500165
20220704,93050930,None,493823,2,123.88,348,2,674954,519490
20220704,93051030,None,494274,2,123.99,168,2,675772,520040
20220704,93051340,None,495141,2,123.01,1420,1,677518,521151
20220704,93051380,None,495223,2,122.28,600,1,677678,521255
20220704,93051410,None,495264,10,124,200,2,677741,502761
20220704,93051850,None,496140,10,123.88,326,2,679283,514100
20220704,93052490,None,497105,2,128.87,200,2,680950,523372
20220704,93052980,None,497836,2,128.04,400,2,682605,524310
20220704,93053340,None,498590,2,122,400,1,683960,525224
20220704,93053530,None,499355,10,126.8,1800,2,685391,322286
20220704,93053740,None,500032,2,123.87,26,2,686541,527030
20220704,93054800,None,502807,10,122.01,200,1,691722,327618
20220704,93054820,None,502829,10,122.03,800,1,691761,388991
20220704,93056730,None,507006,2,124.88,200,2,699041,535302
20220704,93057440,None,508702,2,122.23,400,1,702253,537431
20220704,93057620,None,509007,2,123.01,200,1,702774,537767
20220704,93057860,None,509349,2,123.94,834,1,703296,538147
20220704,93058130,None,509713,10,119,300,1,703900,252776
